X,Y,OBJECTID,FOLIO,ID,NAME,ADDRESS,CITY,ZIPCODE,PHONE,CONTACT,TOTACRE,LAT,LON,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,FACILITYPLAN,PARKURL,AMPHITHEAT,ARCHERY,ART,AUDITORIUM,BASEBALL,BASKETBALL,BEACH,BIKETRAIL,BMXTRACK,BOATRAMP,CAMPGROUND,CANOE_LAUNCH,DOGPARK,EQUESTRIAN,FITNESSZONE,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,PLAYGROUND,RAQUETBALL,REC_CENTER,RESTROOM,ROLLERHOCK,RVCAMPGROU,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FIT2PLAY,LRN2SWIM,SPRCAMP,SUMCAMP,AFTSCHCAMP,ACTOLDADLPRG,WINTCAMP,ONEDAYCAMP,STARTIME,ENDTIME
-80.3356127194967,25.667264656949,74,3050090380010,500902,Killian Library Park,1161 SW 87TH CT,MIAMI,33176,786-315-5252, ,3.42,25.66726,-80.33561,875001.14731,485306.38376,Mini Park,Local,MiamiDadePark,County,500902,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Killian Library Park.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{EC2A0DFD-EF21-4A0D-AD08-97ACC678DD2F},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.4612927563016,25.6937446600293,75,3049320260030,493202,Sun Lakes Park,SW 167TH AVE  &  SW 78TH ST,MIAMI,33193,305-385-4750, ,7.12,25.69374,-80.46129,833563.999869,494740.999733,Neighborhood Park,Local,MiamiDadePark,County,493202,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sun Lakes Park.pdf,http://www.miamidade.gov/parks/sunlakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{9260B973-8D19-4B5E-9E2C-03747E1FD293},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.3307027185965,25.710144667035,76,3040270052482,402703,Sunkist Park,8401 SW 64TH ST,MIAMI,33143,305-666-5883,,0.77,25.71014,-80.3307,876537.999879,500899.000212,Neighborhood Park,Local,MiamiDadePark,County,402703,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sunkist Park.pdf,http://www.miamidade.gov/parks/sunkist.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{DB5FE898-9818-4918-929E-91A9C090F269},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3137727157141,25.7611846806009,77,3040110041051,401101,Sunset Heights Park,960 SW 73RD AVE,MIAMI,33144,305-222-2194,,0.32,25.76118,-80.31377,882015.000408,519478.000456,Mini Park,Local,MiamiDadePark,County,401101,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sunset Heights Park.pdf,http://www.miamidade.gov/parks/sunset-heights.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{5D674C13-D965-422E-8AF5-2F3331984EC4},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.2207626900104,25.8318547004574,78, ,311511,Martin Luther King Blvd (NW 62 ST),6100 NW 32ND CT,MIAMI,33150,305-633-2044, ,0,25.83185,-80.22076,912477.999849,545336.999919,Greenway Park,Area-Wide,MiamiDadePark,County,311511,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Martin Luther King Blvd (NW 62 ST).pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{0BCACE18-B93C-4115-BAFE-4C83C856EBBE},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.2246526907364,25.8535047059016,79,3031110000060,311103,Arcola Park,1680 NW 87TH ST,MIAMI,33147,305-835-7987, ,4.02,25.8535,-80.22465,911151.999549,553196.999619,Community Park,Local,MiamiDadePark,County,311103,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Arcola Park.pdf,http://www.miamidade.gov/parks/arcola.asp,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,{05F6A655-4EDB-4412-B429-839DCF0FBDE9},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3500027242351,25.6860046603488,80,3050040170230,500402,Cherry Grove Park,9101 SW 97TH AVE,MIAMI,33176,305-666-5883, ,1.5,25.686,-80.35,870225.000038,492092.999452,Neighborhood Park,Local,MiamiDadePark,County,500402,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Cherry Grove Park.pdf,http://www.miamidade.gov/parks/cherry-grove.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,{13437D38-9273-4DA5-A765-83812A419CDD},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.4328727484713,25.695914661584,81,3049330020030,493301,Kendall Green Park,14975 SW 80TH ST,MIAMI,33193, , ,26.62,25.69591,-80.43287,842920.000186,495569.999716,Neighborhood Park,Local,MiamiDadePark,County,493301,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Kendall Green Park.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{1DAB1E17-2E54-457A-8E85-B4F1EBF0AFBA},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.4345727499594,25.7520146751937,82,3049090000010,490901,Tree Island Park & Preserve,14800 SW 10TH ST,MIAMI,33185,305-222-2194, ,120,25.75201,-80.43457,842270.999844,515956.999952,Community Park,Local,MiamiDadePark,County,490901,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tree Island Park & Preserve.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8A91C871-A4FB-48AD-8DD3-6C54695FFB67},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3603627276073,25.7239846703784,83,3040200040010,402001,Tropical Estates Park,10201 SW 48TH ST,MIAMI,33165,305-226-5782,,9.07,25.72398,-80.36036,866749.000428,505882.999431,Community Park,Local,MiamiDadePark,County,402001,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tropical Estates Park.pdf,http://www.miamidade.gov/parks/tropical-estates.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,{591B37CE-02D5-4CEC-B756-5365CB4E4B3E},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3232027175271,25.7252646716077,84,3040220260010,402202,Tropical Park,7900 SW 40TH ST,MIAMI,33155,305-226-8316 ext 22,,275,25.72526,-80.3232,878980.999914,506408.000349,District Park,Local,MiamiDadePark,County,402202,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Tropical Park.pdf,http://www.miamidade.gov/parks/tropical.asp,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,{70582A9F-3C70-46D2-A260-9B001B83715F},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.1798226788091,25.8577247074159,85,3032060000070,320601,Military Trail Park,825 NE 89TH ST,MIAMI,33138,305-633-4066, ,1.66,25.85772,-80.17982,925885.000594,554821.999978,Neighborhood Park,Local,MiamiDadePark,County,320601,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Military Trail Park.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{1274AD9F-C70A-4BC1-ADDD-10FB01B1BB12},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.3487027245768,25.7170146689263,86,3040210181670,402101,Miller Drive Park,5510 SW 94TH CT,MIAMI,33165,305-271-0812,,4.07,25.71701,-80.3487,870598.000276,503366.000528,Community Park,Local,MiamiDadePark,County,402101,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Miller Drive Park.pdf,http://www.miamidade.gov/parks/miller-drive.asp,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{F7BC03A6-C365-45F5-82E0-46FF195A4843},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.410632742859,25.7205846680696,87,3049230310610,492302,Millers Pond Park,13350 SW 47TH ST,MIAMI,33175,305-207-1730, ,13.07,25.72058,-80.41063,850203.000384,504568.999762,Community Park,Local,MiamiDadePark,County,492302,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Millers Pond Park.pdf,http://www.miamidade.gov/parks/miller-pond.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,{68C48788-ED2F-40FD-BC99-293C67C8011B},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.2310526930624,25.8328847006442,88, ,312206,Model Cities Trail,NW 79 ST & 19 AVE TO NW 48 TER & NW 24TH AVE,MIAMI,33147,305-694-4889, ,0,25.83288,-80.23105,909090.000064,545690.000197,Greenway Park,Area-Wide,MiamiDadePark,County,312206,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Model Cities Trail.pdf,http://www.miamidade.gov/parks/model-cities.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{B5B73C12-6B45-46F3-B5ED-DD43CE6EADA2},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.4379827448965,25.5020646123729,89,3079040000321,790404,Modello Park,28450 SW 152ND AVE,MIAMI,33033,305-247-1553, ,10,25.50206,-80.43798,841535.000332,425110.000544,Community Park,Local,MiamiDadePark,County,790404,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Modello Park.pdf,http://www.miamidade.gov/parks/modello.asp,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{A9BBB159-3520-4FB4-9497-CF0CAEDB6C21},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.4473727483231,25.4986546110772,90,3079050000510,790502,Modello Wayside Park,28850 S DIXIE HWY,MIAMI,33033,305-233-3150, ,2.74,25.49865,-80.44737,838443.00061,423855.999771,Neighborhood Park,Local,MiamiDadePark,County,790502,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Modello Wayside Park.pdf,http://www.miamidade.gov/parks/modello-wayside.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{5D96C8D6-AA31-43A3-8038-FF70D821069A},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.4252727415546,25.5137146158088,91,3069340000010,693401,Naranja Lakes Park,14410 SW 272ND ST,MIAMI,33032,305-255-2399, ,1.48,25.51371,-80.42527,845707.99986,429361.999586,Neighborhood Park,Local,MiamiDadePark,County,693401,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Naranja Lakes Park.pdf,http://www.miamidade.gov/parks/naranja-lakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{4F57AE44-31C6-4D70-BBA5-74569EFDC55A},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4209927399429,25.5207346176162,92,3069340000010,693402,Naranja Park,14150 SW 264TH ST,MIAMI,33032,305-258-1945, ,10,25.52073,-80.42099,847111.000006,431919.000377,Community Park,Local,MiamiDadePark,County,693402,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Naranja Park.pdf,http://www.miamidade.gov/parks/naranja.asp,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,{F47EDF81-47FC-406F-BA07-EB9A30177303},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.504362762873,25.4385745954809,93,3078270000360,782600,Navy Wells Pineland Preserve,SW 360TH ST / SW 192ND AVE,MIAMI,33034,305-257-0933, ,251.17,25.43857,-80.50436,819725.999658,401946.999626,Natural Area Preserve,Area-Wide,MiamiDadePark,County,782600,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Navy Wells Pineland Preserve.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{6A4F468D-5710-441C-9211-59D4595DA581},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3332727168777,25.5912046367377,94,3060040010042,600404,Ned Glenn Nature Preserve,SW 87TH AVE / SW 188TH ST,CUTLER BAY,33157,305-257-0933, ,0,25.5912,-80.33327,875909.000153,457667.000062,Natural Area Preserve,Area-Wide,MiamiDadePark,County,600404,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Ned Glenn Nature Preserve.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4491E5B2-964B-4843-9FFE-85195D333002},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.4052027395803,25.6507246510479,95,3059140000220,591401,Nixon Smiley Pineland Preserve,13200 SW 124TH ST,MIAMI,33186,305-257-0933, ,62.67,25.65072,-80.4052,852104.000519,479185.000661,Natural Area Preserve,Area-Wide,MiamiDadePark,County,591401,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Nixon Smiley Pineland Preserve.pdf,http://www.miamidade.gov/parks/nixon-smiley.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,{5510DFC4-421A-4488-ACEC-4648347FB404},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3305327250054,25.9344347243652,96,3020100000013,201001,Norman & Jean Reach Park,7895 NW 176TH ST,MIAMI,33015,305-823-2414, ,5,25.93443,-80.33053,876180.000267,582421.000226,Community Park,Local,MiamiDadePark,County,201001,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Norman & Jean Reach Park.pdf,http://www.miamidade.gov/parks/norman-reach.asp,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,{400A48BA-1207-4F88-8653-D6B641E03CE5},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3177127211603,25.9485147280953,97,3020020000010,201101,Area 262,FPL NORTH AREA OF EASEMENT ADJ TO CCM SOUTH PK,MIAMI,33015,305-622-2594, ,47.85,25.94851,-80.31771,880365.306529,587560.903004,Maintenance Area, ,MiamiDadePark,County,201101,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 262.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{9C6AA7ED-D071-448C-A947-D44D8FC00C9D},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3203327214669,25.9403747254241,98,3020110010180,201103,Area 1176,FPL SOUTH AREA OF EASEMENT ADJ. TO CCM SOUTH PARK,MIAMI,33015,305-662-2594, ,34.82,25.94037,-80.32033,879520.161238,584598.625792,Maintenance Area, ,MiamiDadePark,County,201103,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 1176.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{5E3BD14E-C59B-4F57-A5A1-56660B5C22E9},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4313727434065,25.5049646132987,99,3079040000010,790403,Royal Colonial Park,14850 SW 280TH ST,MIAMI,33033,305-233-3150, ,25.4,25.50496,-80.43137,843711.000245,426170.999406,Community Park,Local,MiamiDadePark,County,790403,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Royal Colonial Park.pdf,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,{C9DE81CC-E8B2-4B4D-A223-F0C771797733},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.4056827417759,25.7241646688674,100,3049230030780,492301,Royale Green Park,13000 SW 45TH LN,MIAMI,33175,305-207-1730, ,3.33,25.72416,-80.40568,851827.000089,505875.999117,Neighborhood Park,Local,MiamiDadePark,County,492301,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Royale Green Park.pdf,http://www.miamidade.gov/parks/royale-green.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{DCF3D48A-CFFF-4611-9BCE-D8B03113BE96},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3797327317695,25.6682046552618,101,3050070000090,500701,Sabal Chase Park,10940 SW 113TH PL,MIAMI,33176,305-380-6917, ,12.32,25.6682,-80.37973,860465.000201,485576.000347,Neighborhood Park,Local,MiamiDadePark,County,500701,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sabal Chase Park.pdf,http://www.miamidade.gov/parks/sabal-chase.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{91654F25-0108-4D7C-9DE0-741C19AD8193},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.2678627024399,25.7577146812773,102,3041080310460,410801,San Jacinto Park,4430 SW 15TH TER,MIAMI,33134,305-666-5883, ,0.92,25.75771,-80.26786,897134.000354,518298.000191,Mini Park,Local,MiamiDadePark,County,410801,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/San Jacinto Park.pdf,http://www.miamidade.gov/parks/san-jacinto.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{CAFB1E25-E850-4CA1-9609-6270B75BC21F},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4509827531582,25.6656546528374,103,3059080060112,590801,Sandpiper Park,11100 SW 157TH AVE,MIAMI,33196,305-386-0227, ,5,25.66565,-80.45098,837001.999883,484547.999122,Neighborhood Park,Local,MiamiDadePark,County,590801,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sandpiper Park.pdf,http://www.miamidade.gov/parks/sandpiper.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,{09917D2D-58E6-4289-827A-8C8E1FE5CE41},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.2877027069553,25.7452646768125,104,3040130000020,401301,Schenley Park,2750 SW 57TH AVE,MIAMI,33134,305-666-5886, ,2,25.74526,-80.2877,890628.000571,513738.000453,Neighborhood Park,Local,MiamiDadePark,County,401301,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Schenley Park.pdf,http://www.miamidade.gov/parks/schenley.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{6FFCA1B1-4982-43B0-990F-D7F5FE4206A0},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.4546127491015,25.4888346080683,105,3079080250810,790801,Seminole Wayside Park,29901 S DIXIE HWY,MIAMI,33033,305-233-3150, ,28.73,25.48883,-80.45461,836069.999779,420278.999379,Special Activity Park,Area-Wide,MiamiDadePark,County,790801,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Seminole Wayside Park.pdf,http://www.miamidade.gov/parks/seminole-wayside.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{AF2084FD-1378-44CC-98B1-5B625E289205},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4190227417114,25.6008946374777,106,3059340020800,593401,Serena Lakes Park,13965 SW 180TH ST,MIAMI,33177,305-232-1049, ,5,25.60089,-80.41902,847632.999947,461057.000172,Neighborhood Park,Local,MiamiDadePark,County,593401,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Serena Lakes Park.pdf,http://www.miamidade.gov/parks/serena-lakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{1032D04B-3E7E-44BE-AB64-71DD706E29F1},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4138127430322,25.6791246579707,107,3059020051090,590200,Calusa Club Estates Park,13464 SW 96TH ST,MIAMI,33186,305-380-6917, ,6.57,25.67912,-80.41381,849223.000047,489494.000385,Neighborhood Park,Local,MiamiDadePark,County,590200,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Calusa Club Estates Park.pdf,http://www.miamidade.gov/parks/calusa.asp,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{630628E2-A03F-4E58-99A6-302AD90E0E0C},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.4191227430671,25.6583346531789,108,3059100000150,591001,Camp Matecumbe,13841 SW 120TH ST,MIAMI,33186,305-596-9324, ,21.46,25.65833,-80.41912,847508.999866,481930.999763,Special Activity Park,Area-Wide,MiamiDadePark,County,591001,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Camp Matecumbe.pdf,http://www.miamidade.gov/parks/camp-matecumbe.asp,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,{069679B7-63FA-4D12-BB88-58A65D08DCE4},MiamiDadePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
