Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Size,Sales,StoreType
40,6/25/10,69.72,2.81,132.4976,5.435,0,155083,940405.03,A
41,6/25/10,66,2.715,189.4533931,7.363,0,196321,1174209.52,A
42,6/25/10,90.32,3.084,126.1266,9.524,0,39690,484327.56,C
43,6/25/10,88.48,2.653,203.2673857,9.593,0,41062,625196.14,C
44,6/25/10,71.83,2.82,126.1266,7.972,0,39910,288247.24,C
45,6/25/10,79.32,2.808,182.3806,8.899,0,118221,792299.15,B
1,7/2/10,80.91,2.669,211.2235333,7.787,0,151315,1492418.14,A
2,7/2/10,82.74,2.669,210.8803726,8.099,0,202307,2003940.64,A
3,7/2/10,82.2,2.669,214.5463222,7.346,0,37392,381151.72,B
4,7/2/10,73.66,2.668,126.1392,7.372,0,205863,1881337.21,A
5,7/2/10,81.25,2.669,211.7801861,6.496,0,34875,305993.27,B
6,7/2/10,80.34,2.669,212.746898,6.973,0,202505,1759777.25,A
7,7/2/10,61.31,2.728,189.4882603,9.017,0,70713,575570.77,B
8,7/2/10,74.78,2.669,214.5928119,6.315,0,155078,852333.75,A
9,7/2/10,78.55,2.669,214.7765028,6.442,0,125833,528832.54,B
10,7/2/10,92.89,2.978,126.1392,9.199,0,126512,1845893.87,B
11,7/2/10,83.09,2.669,214.5463222,7.346,0,207499,1302600.14,A
12,7/2/10,91.98,3.105,126.1392,14.18,0,112238,951957.31,B
13,7/2/10,78.82,2.814,126.1392,7.951,0,219622,2018314.71,A
14,7/2/10,76.61,2.815,182.3187801,8.743,0,200898,2334788.42,A
15,7/2/10,66.13,2.958,132.5218667,8.099,0,123737,709337.11,B
16,7/2/10,64.44,2.728,189.4882603,6.868,0,57197,610641.42,B
17,7/2/10,68.98,2.814,126.1392,6.697,0,93188,958875.37,B
18,7/2/10,71.22,2.815,132.5218667,9.342,0,120653,1257928.35,B
19,7/2/10,66.25,2.958,132.5218667,8.099,0,203819,1549018.68,A
20,7/2/10,70.1,2.815,204.4650559,7.527,0,203742,2143676.77,A
21,7/2/10,82.29,2.669,210.8803726,8.099,0,140167,711470.8,B
22,7/2/10,72.88,2.815,136.3722893,8.433,0,119557,1120259.71,B
23,7/2/10,64.76,2.815,132.5218667,5.326,0,114533,1549113.18,B
24,7/2/10,71.12,2.958,132.5218667,8.117,0,203819,1563387.94,A
25,7/2/10,66.42,2.815,204.4650559,7.527,0,128107,759407.87,B
26,7/2/10,58.9,2.815,132.5218667,8.445,0,152513,1078455.48,A
27,7/2/10,76.25,2.958,136.3722893,7.982,0,204184,2024554.1,A
28,7/2/10,91.98,3.105,126.1392,14.18,0,206302,1399960.15,A
29,7/2/10,72.88,2.815,132.5218667,10.409,0,93638,581473.55,B
30,7/2/10,82.29,2.669,210.8803726,8.099,0,42988,450337.47,C
31,7/2/10,82.29,2.669,210.8803726,8.099,0,203750,1311704.92,A
32,7/2/10,74.74,2.728,189.4882603,9.017,0,203007,1187988.64,A
33,7/2/10,97.66,2.978,126.1392,9.495,0,39690,267495.76,A
34,7/2/10,73.66,2.668,126.1392,9.816,0,158114,919229.36,A
35,7/2/10,76.25,2.815,136.3722893,8.861,0,103681,1245827.08,B
36,7/2/10,81.85,2.606,209.984205,8.36,0,39910,434252.15,A
37,7/2/10,81.85,2.669,209.984205,8.36,0,39910,498292.53,C
38,7/2/10,91.98,3.105,126.1392,14.18,0,39690,361181.48,C
39,7/2/10,81.35,2.669,209.984205,8.36,0,184109,1352547.7,A
40,7/2/10,65.47,2.815,132.5218667,5.326,0,155083,1087578.78,A
41,7/2/10,69.39,2.728,189.4882603,7.335,0,196321,1273279.79,A
42,7/2/10,92.89,2.978,126.1392,9.199,0,39690,507168.8,C
43,7/2/10,80.17,2.669,203.1641524,9.816,0,41062,667353.79,C
44,7/2/10,78.82,2.814,126.1392,7.804,0,39910,300628.19,C
45,7/2/10,76.61,2.815,182.3187801,8.743,0,118221,800147.84,B
1,7/9/10,80.48,2.642,211.108414,7.787,0,151315,1546074.18,A
2,7/9/10,82.59,2.642,210.7657317,8.099,0,202307,1880902.62,A
3,7/9/10,81.75,2.642,214.4265704,7.346,0,37392,349214.18,B
4,7/9/10,80.35,2.637,126.1518,7.372,0,205863,1812208.22,A
5,7/9/10,81.14,2.642,211.6642907,6.496,0,34875,291808.87,B
6,7/9/10,80.93,2.642,212.6296549,6.973,0,202505,1690317.99,A
7,7/9/10,58,2.711,189.5231276,9.017,0,70713,593462.34,B
8,7/9/10,72.49,2.642,214.4729952,6.315,0,155078,845289.77,A
9,7/9/10,78.51,2.642,214.6564301,6.442,0,125833,485389.15,B
10,7/9/10,91.03,3.1,126.1518,9.199,0,126512,1769793.37,B
11,7/9/10,83.01,2.642,214.4265704,7.346,0,207499,1280156.47,A
12,7/9/10,90.37,3.1,126.1518,14.18,0,112238,943506.28,B
13,7/9/10,71.33,2.802,126.1518,7.951,0,219622,1870843.9,A
14,7/9/10,82.45,2.793,182.2569603,8.743,0,200898,2236209.13,A
15,7/9/10,77.33,2.94,132.5461333,8.099,0,123737,691497.62,B
16,7/9/10,61.79,2.711,189.5231276,6.868,0,57197,614253.33,B
17,7/9/10,62.41,2.802,126.1518,6.697,0,93188,836915.92,B
18,7/9/10,79.75,2.806,132.5461333,9.342,0,120653,1171391.41,B
19,7/9/10,78.22,2.94,132.5461333,8.099,0,203819,1577541.24,A
20,7/9/10,78.09,2.793,204.3625658,7.527,0,203742,2107285.85,A
21,7/9/10,81.67,2.642,210.7657317,8.099,0,140167,714677.47,B
22,7/9/10,79.22,2.806,136.3962643,8.433,0,119557,1092654.26,B
23,7/9/10,77.16,2.806,132.5461333,5.326,0,114533,1417535.78,B
24,7/9/10,79.05,2.94,132.5461333,8.117,0,203819,1665502.55,A
25,7/9/10,75.24,2.793,204.3625658,7.527,0,128107,719591.13,B
26,7/9/10,71.08,2.806,132.5461333,8.445,0,152513,1122356.53,A
27,7/9/10,82.69,2.94,136.3962643,7.982,0,204184,2119163.01,A
28,7/9/10,90.37,3.1,126.1518,14.18,0,206302,1340293.87,A
29,7/9/10,79.22,2.806,132.5461333,10.409,0,93638,563449.43,B
30,7/9/10,81.67,2.642,210.7657317,8.099,0,42988,436293.4,C
31,7/9/10,81.67,2.642,210.7657317,8.099,0,203750,1315118.4,A
32,7/9/10,67.55,2.711,189.5231276,9.017,0,203007,1077253.67,A
33,7/9/10,95.88,3.1,126.1518,9.495,0,39690,302423.93,A
34,7/9/10,75,2.637,126.1518,9.816,0,158114,911210.81,A
35,7/9/10,82.69,2.793,136.3962643,8.861,0,103681,1268766.76,B
36,7/9/10,81.74,2.596,209.8708867,8.36,0,39910,471713.59,A
37,7/9/10,81.74,2.642,209.8708867,8.36,0,39910,502456.04,C
38,7/9/10,90.37,3.1,126.1518,14.18,0,39690,343850.34,C
39,7/9/10,81.1,2.642,209.8708867,8.36,0,184109,1330473.47,A
40,7/9/10,76.67,2.806,132.5461333,5.326,0,155083,1058250.91,A
41,7/9/10,60.93,2.711,189.5231276,7.335,0,196321,1176079.59,A
42,7/9/10,91.03,3.1,126.1518,9.199,0,39690,570069.48,C
43,7/9/10,81.52,2.642,203.060919,9.816,0,41062,718748.33,C
44,7/9/10,71.33,2.802,126.1518,7.804,0,39910,280472.78,C
45,7/9/10,82.45,2.793,182.2569603,8.743,0,118221,787062,B
1,7/16/10,83.15,2.623,211.1003854,7.787,0,151315,1448938.92,A
2,7/16/10,85.32,2.623,210.7577954,8.099,0,202307,1845879.79,A
3,7/16/10,84.32,2.623,214.4176476,7.346,0,37392,352728.78,B
4,7/16/10,78.53,2.621,126.1498065,7.372,0,205863,1898427.66,A
5,7/16/10,83.98,2.623,211.6561123,6.496,0,34875,280701.7,B
6,7/16/10,83.75,2.623,212.6212163,6.973,0,202505,1560120.8,A
7,7/16/10,62.19,2.699,189.6125456,9.017,0,70713,557166.35,B
8,7/16/10,77.49,2.623,214.4640599,6.315,0,155078,848630.57,A
9,7/16/10,82.93,2.623,214.6474453,6.442,0,125833,474030.51,B
10,7/16/10,91.8,2.971,126.1498065,9.199,0,126512,1828052.47,B
11,7/16/10,84.9,2.623,214.4176476,7.346,0,207499,1290609.54,A
12,7/16/10,97.18,3.094,126.1498065,14.18,0,112238,916402.76,B
13,7/16/10,77.79,2.791,126.1498065,7.951,0,219622,1932231.05,A
14,7/16/10,77.84,2.783,182.2604411,8.743,0,200898,2130287.27,A
15,7/16/10,72.83,2.933,132.5667742,8.099,0,123737,633203.69,B
16,7/16/10,67.68,2.699,189.6125456,6.868,0,57197,586583.69,B
17,7/16/10,65.66,2.791,126.1498065,6.697,0,93188,876591.41,B
18,7/16/10,76.9,2.796,132.5667742,9.342,0,120653,1115514.61,B
19,7/16/10,74.6,2.933,132.5667742,8.099,0,203819,1412157.02,A
20,7/16/10,75.14,2.783,204.3571656,7.527,0,203742,2031852.16,A
21,7/16/10,85.61,2.623,210.7577954,8.099,0,140167,755098.41,B
22,7/16/10,76.3,2.796,136.4179827,8.433,0,119557,988392.99,B
23,7/16/10,73.94,2.796,132.5667742,5.326,0,114533,1413124.11,B
24,7/16/10,76.56,2.933,132.5667742,8.117,0,203819,1418697.05,A
25,7/16/10,73.43,2.783,204.3571656,7.527,0,128107,726997.84,B
26,7/16/10,67.66,2.796,132.5667742,8.445,0,152513,1028151.72,A
27,7/16/10,78.26,2.933,136.4179827,7.982,0,204184,1880691.64,A
28,7/16/10,97.18,3.094,126.1498065,14.18,0,206302,1225336.41,A
29,7/16/10,76.3,2.796,132.5667742,10.409,0,93638,512292.01,B
30,7/16/10,85.61,2.623,210.7577954,8.099,0,42988,438068.71,C
31,7/16/10,85.61,2.623,210.7577954,8.099,0,203750,1335433.72,A
32,7/16/10,76.2,2.699,189.6125456,9.017,0,203007,1120172.24,A
33,7/16/10,100.14,2.971,126.1498065,9.495,0,39690,280937.84,A
34,7/16/10,78.53,2.621,126.1498065,9.816,0,158114,930269.79,A
35,7/16/10,78.26,2.783,136.4179827,8.861,0,103681,1124414.87,B
36,7/16/10,84.43,2.561,209.8630532,8.36,0,39910,466962.04,A
37,7/16/10,84.43,2.623,209.8630532,8.36,0,39910,485150.01,C
38,7/16/10,97.18,3.094,126.1498065,14.18,0,39690,338277.71,C
39,7/16/10,83.86,2.623,209.8630532,8.36,0,184109,1339811.68,A
40,7/16/10,74.25,2.796,132.5667742,5.326,0,155083,959229.09,A
41,7/16/10,69.06,2.699,189.6125456,7.335,0,196321,1179788.38,A
42,7/16/10,91.8,2.971,126.1498065,9.199,0,39690,558837.27,C
43,7/16/10,84.17,2.623,203.0538548,9.816,0,41062,696844.36,C
44,7/16/10,77.79,2.791,126.1498065,7.804,0,39910,297099.95,C
45,7/16/10,77.84,2.783,182.2604411,8.743,0,118221,723708.99,B
1,7/23/10,83.36,2.608,211.2351443,7.787,0,151315,1385065.2,A
2,7/23/10,87.66,2.608,210.8921319,8.099,0,202307,1781717.71,A
3,7/23/10,83.32,2.608,214.5564968,7.346,0,37392,352864.49,B
4,7/23/10,79.78,2.612,126.1283548,7.372,0,205863,1848426.78,A
5,7/23/10,83.66,2.608,211.7915565,6.496,0,34875,274742.63,B
6,7/23/10,83.9,2.608,212.7578505,6.973,0,202505,1585240.92,A
7,7/23/10,64.64,2.691,189.774698,9.017,0,70713,570231.21,B
8,7/23/10,78.29,2.608,214.6029664,6.315,0,155078,785515.88,A
9,7/23/10,84.49,2.608,214.7865779,6.442,0,125833,462676.5,B
10,7/23/10,88.44,3.112,126.1283548,9.199,0,126512,1831676.03,B
11,7/23/10,84.57,2.608,214.5564968,7.346,0,207499,1244390.03,A
12,7/23/10,99.22,3.112,126.1283548,14.18,0,112238,912403.67,B
13,7/23/10,82.27,2.797,126.1283548,7.951,0,219622,1907351.2,A
14,7/23/10,81.46,2.771,182.3509895,8.743,0,200898,2044155.39,A
15,7/23/10,73.2,2.924,132.5825806,8.099,0,123737,598553.43,B
16,7/23/10,70.67,2.691,189.774698,6.868,0,57197,588344.18,B
17,7/23/10,69.66,2.797,126.1283548,6.697,0,93188,893504.87,B
18,7/23/10,75.71,2.784,132.5825806,9.342,0,120653,1032908.23,B
19,7/23/10,74.68,2.924,132.5825806,8.099,0,203819,1372043.71,A
20,7/23/10,77.75,2.771,204.4812188,7.527,0,203742,1900535.9,A
21,7/23/10,87.17,2.608,210.8921319,8.099,0,140167,765823.48,B
22,7/23/10,76.91,2.784,136.4366924,8.433,0,119557,974123.2,B
23,7/23/10,70.2,2.784,132.5825806,5.326,0,114533,1333634.45,B
24,7/23/10,75.27,2.924,132.5825806,8.117,0,203819,1333740.35,A
25,7/23/10,75.37,2.771,204.4812188,7.527,0,128107,665290.93,B
26,7/23/10,65.4,2.784,132.5825806,8.445,0,152513,971615.62,A
27,7/23/10,81.56,2.924,136.4366924,7.982,0,204184,1808250.71,A
28,7/23/10,99.22,3.112,126.1283548,14.18,0,206302,1205884.98,A
29,7/23/10,76.91,2.784,132.5825806,10.409,0,93638,506502.09,B
30,7/23/10,87.17,2.608,210.8921319,8.099,0,42988,440491.33,C
31,7/23/10,87.17,2.608,210.8921319,8.099,0,203750,1276031.84,A
32,7/23/10,75.69,2.691,189.774698,9.017,0,203007,1109574.11,A
33,7/23/10,97.04,3.112,126.1283548,9.495,0,39690,252734.31,A
34,7/23/10,79.58,2.612,126.1283548,9.816,0,158114,902050.95,A
35,7/23/10,81.56,2.771,136.4366924,8.861,0,103681,1121756.43,B
36,7/23/10,82.6,2.542,209.9958663,8.36,0,39910,452021.2,A
37,7/23/10,82.6,2.608,209.9958663,8.36,0,39910,491998.12,C
38,7/23/10,99.22,3.112,126.1283548,14.18,0,39690,328336.85,C
39,7/23/10,82.2,2.608,209.9958663,8.36,0,184109,1314651.83,A
40,7/23/10,71.79,2.784,132.5825806,5.326,0,155083,922341.82,A
41,7/23/10,70.77,2.691,189.774698,7.335,0,196321,1192213.87,A
42,7/23/10,88.44,3.112,126.1283548,9.199,0,39690,491115.86,C
43,7/23/10,86.6,2.608,203.1750161,9.816,0,41062,649035.55,C
44,7/23/10,82.27,2.797,126.1283548,7.804,0,39910,292680.16,C
45,7/23/10,81.46,2.771,182.3509895,8.743,0,118221,714601.11,B
1,7/30/10,81.84,2.64,211.3699032,7.787,0,151315,1371986.6,A
2,7/30/10,83.49,2.64,211.0264684,8.099,0,202307,1804246.16,A
3,7/30/10,82.04,2.64,214.695346,7.346,0,37392,347955.05,B
4,7/30/10,80.7,2.65,126.1069032,7.372,0,205863,1796637.61,A
5,7/30/10,82.46,2.64,211.9270006,6.496,0,34875,268929.03,B
6,7/30/10,81.37,2.64,212.8944846,6.973,0,202505,1532308.78,A
7,7/30/10,66.07,2.69,189.9368504,9.017,0,70713,603547.16,B
8,7/30/10,76.02,2.64,214.7418728,6.315,0,155078,787295.09,A
9,7/30/10,79.83,2.64,214.9257105,6.442,0,125833,468675.19,B
10,7/30/10,85.03,3.017,126.1069032,9.199,0,126512,1832664.03,B
11,7/30/10,83.26,2.64,214.695346,7.346,0,207499,1250178.89,A
12,7/30/10,96.31,3.017,126.1069032,14.18,0,112238,913548.25,B
13,7/30/10,78.94,2.797,126.1069032,7.951,0,219622,1817887.23,A
14,7/30/10,79.78,2.781,182.4415378,8.743,0,200898,2054843.28,A
15,7/30/10,72.04,2.932,132.5983871,8.099,0,123737,619224.06,B
16,7/30/10,70.71,2.69,189.9368504,6.868,0,57197,562633.67,B
17,7/30/10,69.96,2.797,126.1069032,6.697,0,93188,833517.19,B
18,7/30/10,75.79,2.792,132.5983871,9.342,0,120653,1078557.62,B
19,7/30/10,72.83,2.932,132.5983871,8.099,0,203819,1366395.96,A
20,7/30/10,76.03,2.781,204.605272,7.527,0,203742,1955896.59,A
21,7/30/10,83.59,2.64,211.0264684,8.099,0,140167,715876.27,B
22,7/30/10,76.35,2.792,136.4554021,8.433,0,119557,970773.64,B
23,7/30/10,69.71,2.792,132.5983871,5.326,0,114533,1319773.55,B
24,7/30/10,75.91,2.932,132.5983871,8.117,0,203819,1387517.63,A
25,7/30/10,71.99,2.781,204.605272,7.527,0,128107,682124.34,B
26,7/30/10,63.79,2.792,132.5983871,8.445,0,152513,1005324.28,A
27,7/30/10,79.78,2.932,136.4554021,7.982,0,204184,1816489.53,A
28,7/30/10,96.31,3.017,126.1069032,14.18,0,206302,1150204.71,A
29,7/30/10,76.35,2.792,132.5983871,10.409,0,93638,509872.77,B
30,7/30/10,83.59,2.64,211.0264684,8.099,0,42988,437893.76,C
31,7/30/10,83.59,2.64,211.0264684,8.099,0,203750,1231993.14,A
32,7/30/10,75.62,2.69,189.9368504,9.017,0,203007,1065350.56,A
33,7/30/10,92.71,3.017,126.1069032,9.495,0,39690,242047.03,A
34,7/30/10,72.26,2.65,126.1069032,9.816,0,158114,875976.83,A
35,7/30/10,79.78,2.781,136.4554021,8.861,0,103681,1139131.78,B
36,7/30/10,81.88,2.602,210.1286794,8.36,0,39910,432451.91,A
37,7/30/10,81.88,2.64,210.1286794,8.36,0,39910,487912.95,C
38,7/30/10,96.31,3.017,126.1069032,14.18,0,39690,336378.38,C
39,7/30/10,80.99,2.64,210.1286794,8.36,0,184109,1308222.24,A
40,7/30/10,71.35,2.792,132.5983871,5.326,0,155083,953393.02,A
41,7/30/10,70.07,2.69,189.9368504,7.335,0,196321,1211136.63,A
42,7/30/10,85.03,3.017,126.1069032,9.199,0,39690,469598.57,C
43,7/30/10,79.79,2.64,203.2961774,9.816,0,41062,622112.23,C
44,7/30/10,78.94,2.797,126.1069032,7.804,0,39910,275020.96,C
45,7/30/10,79.78,2.781,182.4415378,8.743,0,118221,716859.27,B
1,8/6/10,87.16,2.627,211.5046621,7.787,0,151315,1605491.78,A
2,8/6/10,89.53,2.627,211.1608049,8.099,0,202307,1991909.98,A
3,8/6/10,85.13,2.627,214.8341952,7.346,0,37392,402635.76,B
4,8/6/10,76.53,2.64,126.0854516,7.372,0,205863,1907638.58,A
5,8/6/10,86.1,2.627,212.0624447,6.496,0,34875,303043.02,B
6,8/6/10,86.61,2.627,213.0311188,6.973,0,202505,1633241.59,A
7,8/6/10,61.7,2.69,190.0990028,9.017,0,70713,643854.17,B
8,8/6/10,80.37,2.627,214.8807793,6.315,0,155078,893399.77,A
9,8/6/10,87.09,2.627,215.064843,6.442,0,125833,522815.45,B
10,8/6/10,86.13,3.123,126.0854516,9.199,0,126512,1949236.09,B
11,8/6/10,86.54,2.627,214.8341952,7.346,0,207499,1369634.92,A
12,8/6/10,92.95,3.123,126.0854516,14.18,0,112238,967576.95,B
13,8/6/10,81.24,2.802,126.0854516,7.951,0,219622,1969121.45,A
14,8/6/10,77.17,2.784,182.5320862,8.743,0,200898,2219813.5,A
15,8/6/10,72.7,2.942,132.6141935,8.099,0,123737,639651.24,B
16,8/6/10,67.42,2.69,190.0990028,6.868,0,57197,586936.45,B
17,8/6/10,70.53,2.802,126.0854516,6.697,0,93188,795301.17,B
18,8/6/10,73.67,2.792,132.6141935,9.342,0,120653,1166117.85,B
19,8/6/10,74.2,2.942,132.6141935,8.099,0,203819,1492060.89,A
20,8/6/10,74.57,2.784,204.7293252,7.527,0,203742,1910177.38,A
21,8/6/10,90.3,2.627,211.1608049,8.099,0,140167,739279.19,B
22,8/6/10,74.37,2.792,136.4741118,8.433,0,119557,1010326.14,B
23,8/6/10,70.03,2.792,132.6141935,5.326,0,114533,1417013.07,B
24,8/6/10,74.54,2.942,132.6141935,8.117,0,203819,1442819.28,A
25,8/6/10,71.79,2.784,204.7293252,7.527,0,128107,699464.43,B
26,8/6/10,62.93,2.792,132.6141935,8.445,0,152513,1125329.77,A
27,8/6/10,77.45,2.942,136.4741118,7.982,0,204184,1908036.68,A
28,8/6/10,92.95,3.123,126.0854516,14.18,0,206302,1523101.38,A
29,8/6/10,74.37,2.792,132.6141935,10.409,0,93638,519787.93,B
30,8/6/10,90.3,2.627,211.1608049,8.099,0,42988,441407.06,C
31,8/6/10,90.3,2.627,211.1608049,8.099,0,203750,1352401.08,A
32,8/6/10,72.95,2.69,190.0990028,9.017,0,203007,1144552.09,A
33,8/6/10,92.51,3.123,126.0854516,9.495,0,39690,262789.95,A
34,8/6/10,73.8,2.64,126.0854516,9.816,0,158114,987435.35,A
35,8/6/10,77.45,2.784,136.4741118,8.861,0,103681,1180183.39,B
36,8/6/10,85.49,2.573,210.2614925,8.36,0,39910,467442.94,A
37,8/6/10,85.49,2.627,210.2614925,8.36,0,39910,508576.62,C
38,8/6/10,92.95,3.123,126.0854516,14.18,0,39690,378574.44,C
39,8/6/10,84.92,2.627,210.2614925,8.36,0,184109,1409989.67,A
40,8/6/10,69.16,2.792,132.6141935,5.326,0,155083,1057295.87,A
41,8/6/10,69.21,2.69,190.0990028,7.335,0,196321,1338132.72,A
42,8/6/10,86.13,3.123,126.0854516,9.199,0,39690,579544.21,C
43,8/6/10,84.66,2.627,203.4173387,9.816,0,41062,698536.06,C
44,8/6/10,81.24,2.802,126.0854516,7.804,0,39910,296804.49,C
45,8/6/10,77.17,2.784,182.5320862,8.743,0,118221,746517.32,B
1,8/13/10,87,2.692,211.6394211,7.787,0,151315,1508237.76,A
2,8/13/10,89.05,2.692,211.2951413,8.099,0,202307,1895601.05,A
3,8/13/10,86.74,2.692,214.9730444,7.346,0,37392,339597.38,B
4,8/13/10,78.08,2.698,126.064,7.372,0,205863,2007050.75,A
5,8/13/10,87.41,2.692,212.1978889,6.496,0,34875,286477.35,B
6,8/13/10,86.83,2.692,213.1677529,6.973,0,202505,1547654.98,A
7,8/13/10,60.13,2.723,190.2611552,9.017,0,70713,598185.4,B
8,8/13/10,80.11,2.692,215.0196857,6.315,0,155078,867919.21,A
9,8/13/10,86.85,2.692,215.2039756,6.442,0,125833,481897.98,B
10,8/13/10,88.37,3.049,126.064,9.199,0,126512,1962996.7,B
11,8/13/10,87.73,2.692,214.9730444,7.346,0,207499,1384339.1,A
12,8/13/10,87.01,3.159,126.064,14.18,0,112238,928264.4,B
13,8/13/10,74.93,2.837,126.064,7.951,0,219622,1877592.55,A
14,8/13/10,78.44,2.805,182.6226346,8.743,0,200898,2052984.81,A
15,8/13/10,72.17,2.923,132.63,8.099,0,123737,622437.08,B
16,8/13/10,63.91,2.723,190.2611552,6.868,0,57197,543757.97,B
17,8/13/10,65.17,2.837,126.064,6.697,0,93188,759995.18,B
18,8/13/10,74.19,2.81,132.63,9.342,0,120653,1084722.78,B
19,8/13/10,72.71,2.923,132.63,8.099,0,203819,1418027.08,A
20,8/13/10,75.98,2.805,204.8533784,7.527,0,203742,2071022.45,A
21,8/13/10,89.65,2.692,211.2951413,8.099,0,140167,793589.18,B
22,8/13/10,74.75,2.81,136.4928214,8.433,0,119557,993097.43,B
23,8/13/10,67.43,2.81,132.63,5.326,0,114533,1346345.97,B
24,8/13/10,74.17,2.923,132.63,8.117,0,203819,1384243.75,A
25,8/13/10,72.73,2.805,204.8533784,7.527,0,128107,686072.39,B
26,8/13/10,61.58,2.81,132.63,8.445,0,152513,1011938.29,A
27,8/13/10,77.36,2.923,136.4928214,7.982,0,204184,1864436.12,A
28,8/13/10,87.01,3.159,126.064,14.18,0,206302,1218688.09,A
29,8/13/10,74.75,2.81,132.63,10.409,0,93638,495269,B
30,8/13/10,89.65,2.692,211.2951413,8.099,0,42988,444160.07,C
31,8/13/10,89.65,2.692,211.2951413,8.099,0,203750,1327719.34,A
32,8/13/10,74.97,2.723,190.2611552,9.017,0,203007,1157975.68,A
33,8/13/10,95.57,3.049,126.064,9.495,0,39690,265367.51,A
34,8/13/10,76.72,2.698,126.064,9.816,0,158114,951208.65,A
35,8/13/10,77.36,2.805,136.4928214,8.861,0,103681,1090587.5,B
36,8/13/10,86.06,2.644,210.3943056,8.36,0,39910,470436.8,A
37,8/13/10,86.06,2.692,210.3943056,8.36,0,39910,491815.83,C
38,8/13/10,87.01,3.159,126.064,14.18,0,39690,341400.72,C
39,8/13/10,85.66,2.692,210.3943056,8.36,0,184109,1371465.66,A
40,8/13/10,67.47,2.81,132.63,5.326,0,155083,924011.76,A
41,8/13/10,70.24,2.723,190.2611552,7.335,0,196321,1285976.53,A
42,8/13/10,88.37,3.049,126.064,9.199,0,39690,583079.97,C
43,8/13/10,86.31,2.692,203.5385,9.816,0,41062,713479.91,C
44,8/13/10,74.93,2.837,126.064,7.804,0,39910,291028.09,C
45,8/13/10,78.44,2.805,182.6226346,8.743,0,118221,722262.21,B
1,8/20/10,86.65,2.664,211.6033633,7.787,0,151315,1513080.49,A
2,8/20/10,88.7,2.664,211.2596586,8.099,0,202307,1964335.23,A
3,8/20/10,88.02,2.664,214.9314191,7.346,0,37392,351728.21,B
4,8/20/10,78.83,2.671,126.0766452,7.372,0,205863,1997181.09,A
5,8/20/10,87.71,2.664,212.1608984,6.496,0,34875,287205.38,B
6,8/20/10,87.36,2.664,213.1291427,6.973,0,202505,1539930.5,A
7,8/20/10,59.59,2.732,190.2948237,9.017,0,70713,582353.17,B
8,8/20/10,79.36,2.664,214.9779825,6.315,0,155078,870676.44,A
9,8/20/10,86.3,2.664,215.1619646,6.442,0,125833,499325.38,B
10,8/20/10,89.88,3.041,126.0766452,9.199,0,126512,1983190.56,B
11,8/20/10,88.93,2.664,214.9314191,7.346,0,207499,1430192.37,A
12,8/20/10,92.81,3.041,126.0766452,14.18,0,112238,948447.34,B
13,8/20/10,76.34,2.85,126.0766452,7.951,0,219622,1997397.63,A
14,8/20/10,76.01,2.779,182.6165205,8.743,0,200898,2057138.31,A
15,8/20/10,71.1,2.913,132.6616129,8.099,0,123737,637090.44,B
16,8/20/10,63.59,2.732,190.2948237,6.868,0,57197,521516.96,B
17,8/20/10,67.04,2.85,126.0766452,6.697,0,93188,783929.7,B
18,8/20/10,71.76,2.796,132.6616129,9.342,0,120653,1141860.67,B
19,8/20/10,72.22,2.913,132.6616129,8.099,0,203819,1419383.19,A
20,8/20/10,75.34,2.779,204.8217044,7.527,0,203742,1975374.56,A
21,8/20/10,89.58,2.664,211.2596586,8.099,0,140167,848873.28,B
22,8/20/10,73.21,2.796,136.5249182,8.433,0,119557,1017045.44,B
23,8/20/10,68.65,2.796,132.6616129,5.326,0,114533,1439901.05,B
24,8/20/10,72.17,2.913,132.6616129,8.117,0,203819,1375307.54,A
25,8/20/10,71.81,2.779,204.8217044,7.527,0,128107,724499.81,B
26,8/20/10,62.68,2.796,132.6616129,8.445,0,152513,1007385.36,A
27,8/20/10,75.16,2.913,136.5249182,7.982,0,204184,1936878.46,A
28,8/20/10,92.81,3.041,126.0766452,14.18,0,206302,1195897.6,A
29,8/20/10,73.21,2.796,132.6616129,10.409,0,93638,531640.19,B
30,8/20/10,89.58,2.664,211.2596586,8.099,0,42988,447139.8,C
31,8/20/10,89.58,2.664,211.2596586,8.099,0,203750,1376571.21,A
32,8/20/10,71.46,2.732,190.2948237,9.017,0,203007,1189887.86,A
33,8/20/10,96.46,3.041,126.0766452,9.495,0,39690,230519.49,A
34,8/20/10,76.45,2.671,126.0766452,9.816,0,158114,985152.94,A
35,8/20/10,75.16,2.779,136.5249182,8.861,0,103681,1033719.5,B
36,8/20/10,85.54,2.604,210.3617581,8.36,0,39910,437949.9,A
37,8/20/10,85.54,2.664,210.3617581,8.36,0,39910,486930.72,C
38,8/20/10,92.81,3.041,126.0766452,14.18,0,39690,329139.73,C
39,8/20/10,85.73,2.664,210.3617581,8.36,0,184109,1471816.52,A
40,8/20/10,67.05,2.796,132.6616129,5.326,0,155083,932397,A
41,8/20/10,66.19,2.732,190.2948237,7.335,0,196321,1353838.39,A
42,8/20/10,89.88,3.041,126.0766452,9.199,0,39690,500945.63,C
43,8/20/10,85.26,2.664,203.5092419,9.816,0,41062,712869.09,C
44,8/20/10,76.34,2.85,126.0766452,7.804,0,39910,284740.5,C
